name,overall_runs,overall_innings,overall_balls,strike_rate,overall_notout,overall_average,zeros,thirties,fifties,centries,home_innings,home_runs,home_not_out_count,home_average,total_home_ball_faced,home_strike_rate,home_zeros,home_30s,home_50s,home_100s,form_innings,form_runs,recent_zeros,recent_30s,recent_50s,recent_100s,recent_not_outs,form_average,total_recent_ball_faced,form_strike_rate,away_innings,away_runs,away_not_out_count,away_average,total_away_ball_faced,away_strike_rate,away_zeros,away_30s,away_50s,away_100s
JC Buttler,463,13,319,145.141065830721,3,46.3,1,1,5,0,2.0,121.0,1.0,121.0,85.0,142.35294117647058,0.0,1.0,1.0,0.0,10.0,389.0,1.0,1.0,4.0,0.0,3.0,55.57142857142857,275.0,141.45454545454547,11.0,342.0,2.0,38.0,234.0,146.15384615384616,1.0,0.0,4.0,0.0
CJA Amini,179,9,142,126.056338028169,3,29.83333333333333,2,2,1,0,2.0,79.0,1.0,79.0,49.0,161.22448979591837,0.0,0.0,1.0,0.0,9.0,179.0,2.0,2.0,1.0,0.0,3.0,29.833333333333332,142.0,126.05633802816901,7.0,100.0,2.0,20.0,93.0,107.52688172043011,2.0,2.0,0.0,0.0
KD Shah,424,19,373,113.67292225201072,4,28.266666666666666,2,2,3,0,,,,,,,,,,,10.0,155.0,2.0,0.0,1.0,0.0,2.0,19.375,132.0,117.42424242424242,19.0,424.0,4.0,28.266666666666666,373.0,113.67292225201072,2.0,2.0,3.0,0.0
N Dickwella,214,11,159,134.59119496855345,1,21.4,2,4,0,0,3.0,96.0,1.0,48.0,70.0,137.14285714285714,0.0,2.0,0.0,0.0,10.0,196.0,2.0,4.0,0.0,0.0,1.0,21.77777777777778,149.0,131.54362416107384,8.0,118.0,0.0,14.75,89.0,132.58426966292134,2.0,2.0,0.0,0.0
JA Richardson,30,5,28,107.14285714285714,3,15.0,0,0,0,0,,,,,,,,,,,5.0,30.0,0.0,0.0,0.0,0.0,3.0,15.0,28.0,107.14285714285714,5.0,30.0,3.0,15.0,28.0,107.14285714285714,0.0,0.0,0.0,0.0
JOA Gordon,1,1,2,50.0,1,inf,0,0,0,0,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0,1.0,1.0,1.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0
CJ Chibhabha,46,3,40,115.0,0,15.333333333333334,1,1,0,0,,,,,,,,,,,3.0,46.0,1.0,1.0,0.0,0.0,0.0,15.333333333333334,40.0,115.0,3.0,46.0,0.0,15.333333333333334,40.0,115.0,1.0,1.0,0.0,0.0
Mohammad Saifuddin,51,5,49,104.08163265306122,3,25.5,0,1,0,0,3.0,14.0,2.0,14.0,7.0,200.0,0.0,0.0,0.0,0.0,5.0,51.0,0.0,1.0,0.0,0.0,3.0,25.5,49.0,104.08163265306122,2.0,37.0,1.0,37.0,42.0,88.0952380952381,0.0,1.0,0.0,0.0
NLTC Perera,127,8,101,125.74257425742574,3,25.4,0,1,0,0,2.0,32.0,1.0,32.0,20.0,160.0,0.0,0.0,0.0,0.0,8.0,127.0,0.0,1.0,0.0,0.0,3.0,25.4,101.0,125.74257425742574,6.0,95.0,2.0,23.75,81.0,117.28395061728395,0.0,1.0,0.0,0.0
Khawar Ali,279,15,258,108.13953488372093,1,19.928571428571427,2,2,2,0,,,,,,,,,,,10.0,243.0,1.0,2.0,2.0,0.0,1.0,27.0,194.0,125.25773195876289,15.0,279.0,1.0,19.928571428571427,258.0,108.13953488372093,2.0,2.0,2.0,0.0
KA Pollard,489,15,331,147.73413897280966,3,40.75,1,6,3,0,5.0,140.0,0.0,28.0,95.0,147.3684210526316,1.0,2.0,1.0,0.0,10.0,335.0,1.0,4.0,2.0,0.0,1.0,37.22222222222222,196.0,170.91836734693877,10.0,349.0,3.0,49.857142857142854,236.0,147.88135593220338,0.0,4.0,2.0,0.0
CH Gayle,49,5,57,85.96491228070175,0,9.8,1,0,0,0,5.0,49.0,0.0,9.8,57.0,85.96491228070175,1.0,0.0,0.0,0.0,5.0,49.0,1.0,0.0,0.0,0.0,0.0,9.8,57.0,85.96491228070175,,,,,,,,,,
NM Coulter-Nile,4,1,8,50.0,0,4.0,0,0,0,0,,,,,,,,,,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,50.0,1.0,4.0,0.0,4.0,8.0,50.0,0.0,0.0,0.0,0.0
GSNFG Jayasuriya,84,6,82,102.4390243902439,0,14.0,1,1,0,0,3.0,36.0,0.0,12.0,32.0,112.5,1.0,0.0,0.0,0.0,6.0,84.0,1.0,1.0,0.0,0.0,0.0,14.0,82.0,102.4390243902439,3.0,48.0,0.0,16.0,50.0,96.0,0.0,1.0,0.0,0.0
MS Chapman,60,4,42,142.85714285714286,1,20.0,0,1,0,0,4.0,60.0,1.0,20.0,42.0,142.85714285714286,0.0,1.0,0.0,0.0,4.0,60.0,0.0,1.0,0.0,0.0,1.0,20.0,42.0,142.85714285714286,,,,,,,,,,
TG Southee,117,11,81,144.44444444444446,4,16.714285714285715,0,1,0,0,9.0,83.0,3.0,13.833333333333334,53.0,156.60377358490567,0.0,1.0,0.0,0.0,10.0,104.0,0.0,1.0,0.0,0.0,3.0,14.857142857142858,73.0,142.46575342465752,2.0,34.0,1.0,34.0,28.0,121.42857142857143,0.0,0.0,0.0,0.0
GL Cloete,13,1,12,108.33333333333331,0,13.0,0,0,0,0,1.0,13.0,0.0,13.0,12.0,108.33333333333333,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,108.33333333333333,,,,,,,,,,
C Munro,447,17,324,137.96296296296296,0,26.294117647058822,1,3,3,0,14.0,422.0,0.0,30.142857142857142,303.0,139.27392739273927,0.0,3.0,3.0,0.0,10.0,288.0,0.0,2.0,2.0,0.0,0.0,28.8,221.0,130.31674208144796,3.0,25.0,0.0,8.333333333333334,21.0,119.04761904761905,1.0,0.0,0.0,0.0
Hasan Ali,32,3,15,213.33333333333331,1,16.0,0,0,0,0,1.0,20.0,1.0,0.0,8.0,250.0,0.0,0.0,0.0,0.0,3.0,32.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,213.33333333333334,2.0,12.0,0.0,6.0,7.0,171.42857142857142,0.0,0.0,0.0,0.0
Ghulam Shabber,114,6,109,104.58715596330276,1,22.8,0,0,1,0,4.0,46.0,0.0,11.5,45.0,102.22222222222223,0.0,0.0,0.0,0.0,6.0,114.0,0.0,0.0,1.0,0.0,1.0,22.8,109.0,104.58715596330275,2.0,68.0,1.0,68.0,64.0,106.25,0.0,0.0,1.0,0.0
TS Chisoro,3,1,5,60.0,1,inf,0,0,0,0,,,,,,,,,,,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,60.0,1.0,3.0,1.0,0.0,5.0,60.0,0.0,0.0,0.0,0.0
AD Russell,75,2,30,250.0,1,75.0,0,2,0,0,,,,,,,,,,,2.0,75.0,0.0,2.0,0.0,0.0,1.0,75.0,30.0,250.0,2.0,75.0,1.0,75.0,30.0,250.0,0.0,2.0,0.0,0.0
D Bishoo,11,2,23,47.82608695652174,1,11.0,0,0,0,0,2.0,11.0,1.0,11.0,23.0,47.82608695652174,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,11.0,23.0,47.82608695652174,,,,,,,,,,
LD Chandimal,68,3,65,104.6153846153846,1,34.0,0,0,1,0,,,,,,,,,,,3.0,68.0,0.0,0.0,1.0,0.0,1.0,34.0,65.0,104.61538461538461,3.0,68.0,1.0,34.0,65.0,104.61538461538461,0.0,0.0,1.0,0.0
EJG Morgan,577,22,361,159.83379501385042,5,33.94117647058823,0,2,5,0,6.0,159.0,1.0,31.8,89.0,178.65168539325842,0.0,0.0,2.0,0.0,10.0,173.0,0.0,0.0,1.0,0.0,1.0,19.22222222222222,120.0,144.16666666666666,16.0,418.0,4.0,34.833333333333336,272.0,153.6764705882353,0.0,2.0,3.0,0.0
V Kohli,992,24,701,141.51212553495006,8,62.0,1,4,9,0,14.0,647.0,8.0,107.83333333333333,420.0,154.04761904761904,1.0,1.0,7.0,0.0,10.0,414.0,1.0,2.0,4.0,0.0,3.0,59.142857142857146,295.0,140.33898305084745,10.0,345.0,0.0,34.5,281.0,122.77580071174377,0.0,3.0,2.0,0.0
AK Perera,55,4,59,93.22033898305084,0,13.75,0,0,0,0,,,,,,,,,,,4.0,55.0,0.0,0.0,0.0,0.0,0.0,13.75,59.0,93.22033898305085,4.0,55.0,0.0,13.75,59.0,93.22033898305085,0.0,0.0,0.0,0.0
FH Edwards,1,1,2,50.0,1,inf,0,0,0,0,1.0,1.0,1.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0,,,,,,,,,,
NR Kumar,337,10,248,135.88709677419354,2,42.125,1,2,3,0,,,,,,,,,,,10.0,337.0,1.0,2.0,3.0,0.0,2.0,42.125,248.0,135.88709677419354,10.0,337.0,2.0,42.125,248.0,135.88709677419354,1.0,2.0,3.0,0.0
Mosaddek Hossain,83,6,68,122.05882352941175,3,27.666666666666668,0,1,0,0,4.0,63.0,2.0,31.5,50.0,126.0,0.0,1.0,0.0,0.0,6.0,83.0,0.0,1.0,0.0,0.0,3.0,27.666666666666668,68.0,122.05882352941177,2.0,20.0,1.0,20.0,18.0,111.11111111111111,0.0,0.0,0.0,0.0
Tamim Iqbal,145,3,124,116.93548387096774,0,48.333333333333336,0,2,1,0,1.0,41.0,0.0,41.0,34.0,120.58823529411765,0.0,1.0,0.0,0.0,3.0,145.0,0.0,2.0,1.0,0.0,0.0,48.333333333333336,124.0,116.93548387096774,2.0,104.0,0.0,52.0,90.0,115.55555555555556,0.0,1.0,1.0,0.0
Ehsan Khan,97,11,77,125.97402597402598,6,19.4,3,0,0,0,,,,,,,,,,,10.0,87.0,3.0,0.0,0.0,0.0,5.0,17.4,68.0,127.94117647058823,11.0,97.0,6.0,19.4,77.0,125.97402597402598,3.0,0.0,0.0,0.0
KL Rahul,775,23,587,132.02725724020442,2,36.90476190476191,3,5,8,0,14.0,450.0,1.0,34.61538461538461,340.0,132.35294117647058,2.0,2.0,5.0,0.0,10.0,207.0,3.0,3.0,1.0,0.0,0.0,20.7,177.0,116.94915254237289,9.0,325.0,1.0,40.625,247.0,131.57894736842104,1.0,3.0,3.0,0.0
MD Gunathilaka,232,11,208,111.53846153846152,0,21.09090909090909,0,1,2,0,1.0,30.0,0.0,30.0,25.0,120.0,0.0,1.0,0.0,0.0,10.0,202.0,0.0,0.0,2.0,0.0,0.0,20.2,183.0,110.38251366120218,10.0,202.0,0.0,20.2,183.0,110.38251366120218,0.0,0.0,2.0,0.0
MP Stoinis,248,11,187,132.62032085561498,4,35.42857142857143,0,1,1,0,1.0,16.0,1.0,0.0,7.0,228.57142857142858,0.0,0.0,0.0,0.0,10.0,247.0,0.0,1.0,1.0,0.0,3.0,35.285714285714285,182.0,135.71428571428572,10.0,232.0,3.0,33.142857142857146,180.0,128.88888888888889,0.0,1.0,1.0,0.0
CS MacLeod,435,13,347,125.36023054755044,2,39.54545454545455,1,4,3,0,,,,,,,,,,,10.0,318.0,1.0,3.0,2.0,0.0,0.0,31.8,242.0,131.40495867768595,13.0,435.0,2.0,39.54545454545455,347.0,125.36023054755043,1.0,4.0,3.0,0.0
CR Ervine,273,9,222,122.97297297297295,1,34.125,0,0,3,0,,,,,,,,,,,9.0,273.0,0.0,0.0,3.0,0.0,1.0,34.125,222.0,122.97297297297297,9.0,273.0,1.0,34.125,222.0,122.97297297297297,0.0,0.0,3.0,0.0
DAJ Bracewell,44,1,31,141.93548387096774,0,44.0,0,1,0,0,1.0,44.0,0.0,44.0,31.0,141.93548387096774,0.0,1.0,0.0,0.0,1.0,44.0,0.0,1.0,0.0,0.0,0.0,44.0,31.0,141.93548387096774,,,,,,,,,,
KH Pandya,98,7,81,120.98765432098766,3,24.5,0,0,0,0,3.0,20.0,1.0,10.0,21.0,95.23809523809524,0.0,0.0,0.0,0.0,7.0,98.0,0.0,0.0,0.0,0.0,3.0,24.5,81.0,120.98765432098766,4.0,78.0,2.0,39.0,60.0,130.0,0.0,0.0,0.0,0.0
JDS Neesham,202,10,120,168.33333333333334,4,33.666666666666664,1,3,0,0,9.0,157.0,3.0,26.166666666666668,102.0,153.92156862745097,1.0,2.0,0.0,0.0,10.0,202.0,1.0,3.0,0.0,0.0,4.0,33.666666666666664,120.0,168.33333333333334,1.0,45.0,1.0,0.0,18.0,250.0,0.0,1.0,0.0,0.0
JM Vince,146,5,111,131.53153153153153,0,29.2,0,2,1,0,1.0,36.0,0.0,36.0,28.0,128.57142857142858,0.0,1.0,0.0,0.0,5.0,146.0,0.0,2.0,1.0,0.0,0.0,29.2,111.0,131.53153153153153,4.0,110.0,0.0,27.5,83.0,132.53012048192772,0.0,1.0,1.0,0.0
Mohammad Mithun,37,4,40,92.5,1,12.333333333333334,0,0,0,0,,,,,,,,,,,4.0,37.0,0.0,0.0,0.0,0.0,1.0,12.333333333333334,40.0,92.5,4.0,37.0,1.0,12.333333333333334,40.0,92.5,0.0,0.0,0.0,0.0
Aizaz Khan,178,14,164,108.53658536585364,1,13.692307692307692,2,2,0,0,,,,,,,,,,,10.0,135.0,1.0,2.0,0.0,0.0,1.0,15.0,115.0,117.3913043478261,14.0,178.0,1.0,13.692307692307692,164.0,108.53658536585365,2.0,2.0,0.0,0.0
Chirag Suri,273,9,231,118.1818181818182,1,34.125,0,2,2,0,6.0,100.0,1.0,20.0,102.0,98.03921568627452,0.0,1.0,0.0,0.0,9.0,273.0,0.0,2.0,2.0,0.0,1.0,34.125,231.0,118.18181818181819,3.0,173.0,0.0,57.666666666666664,129.0,134.10852713178295,0.0,1.0,2.0,0.0
Muhammad Usman,303,15,249,121.6867469879518,2,23.307692307692307,2,2,1,0,10.0,224.0,2.0,28.0,180.0,124.44444444444444,2.0,1.0,1.0,0.0,10.0,236.0,1.0,0.0,1.0,0.0,2.0,29.5,187.0,126.20320855614973,5.0,79.0,0.0,15.8,69.0,114.4927536231884,0.0,1.0,0.0,0.0
SS Cottrell,12,6,18,66.66666666666667,3,4.0,1,0,0,0,2.0,6.0,0.0,3.0,7.0,85.71428571428571,0.0,0.0,0.0,0.0,6.0,12.0,1.0,0.0,0.0,0.0,3.0,4.0,18.0,66.66666666666667,4.0,6.0,3.0,6.0,11.0,54.54545454545455,1.0,0.0,0.0,0.0
AD Mathews,93,6,86,108.13953488372093,0,15.5,0,1,0,0,2.0,33.0,0.0,16.5,33.0,100.0,0.0,0.0,0.0,0.0,6.0,93.0,0.0,1.0,0.0,0.0,0.0,15.5,86.0,108.13953488372093,4.0,60.0,0.0,15.0,53.0,113.20754716981132,0.0,1.0,0.0,0.0
SA Edwards,207,15,149,138.9261744966443,5,20.7,1,2,0,0,4.0,36.0,0.0,9.0,35.0,102.85714285714286,1.0,0.0,0.0,0.0,10.0,134.0,0.0,1.0,0.0,0.0,5.0,26.8,94.0,142.5531914893617,11.0,171.0,5.0,28.5,114.0,150.0,0.0,2.0,0.0,0.0
JM Bairstow,654,23,451,145.0110864745011,3,32.7,2,6,4,0,6.0,118.0,0.0,19.666666666666668,94.0,125.53191489361703,1.0,1.0,1.0,0.0,10.0,279.0,0.0,1.0,2.0,0.0,3.0,39.857142857142854,207.0,134.7826086956522,17.0,536.0,3.0,38.285714285714285,357.0,150.14005602240897,1.0,5.0,3.0,0.0
Umar Akmal,0,2,2,0.0,0,0.0,2,0,0,0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,
Imran Tahir,1,1,1,100.0,1,inf,0,0,0,0,1.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0,,,,,,,,,,
Haris Sohail,120,5,123,97.5609756097561,0,24.0,0,0,2,0,1.0,52.0,0.0,52.0,53.0,98.11320754716981,0.0,0.0,1.0,0.0,5.0,120.0,0.0,0.0,2.0,0.0,0.0,24.0,123.0,97.5609756097561,4.0,68.0,0.0,17.0,70.0,97.14285714285714,0.0,0.0,1.0,0.0
AU Rashid,9,4,14,64.28571428571429,2,4.5,0,0,0,0,2.0,4.0,2.0,0.0,7.0,57.142857142857146,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,2.0,4.5,14.0,64.28571428571429,2.0,5.0,0.0,2.5,7.0,71.42857142857143,0.0,0.0,0.0,0.0
Aamir Kaleem,164,12,170,96.47058823529412,2,16.4,2,1,0,0,,,,,,,,,,,10.0,139.0,2.0,1.0,0.0,0.0,2.0,17.375,140.0,99.28571428571429,12.0,164.0,2.0,16.4,170.0,96.47058823529412,2.0,1.0,0.0,0.0
MK Pandey,171,10,131,130.53435114503816,7,57.0,0,1,1,0,2.0,53.0,2.0,0.0,31.0,170.96774193548387,0.0,1.0,0.0,0.0,10.0,171.0,0.0,1.0,1.0,0.0,7.0,57.0,131.0,130.53435114503816,8.0,118.0,5.0,39.333333333333336,100.0,118.0,0.0,0.0,1.0,0.0
Shadab Khan,97,9,81,119.75308641975307,2,13.857142857142858,2,1,0,0,2.0,6.0,0.0,3.0,8.0,75.0,1.0,0.0,0.0,0.0,9.0,97.0,2.0,1.0,0.0,0.0,2.0,13.857142857142858,81.0,119.75308641975309,7.0,91.0,2.0,18.2,73.0,124.65753424657534,1.0,1.0,0.0,0.0
N Madziva,28,3,30,93.33333333333331,1,14.0,0,0,0,0,,,,,,,,,,,3.0,28.0,0.0,0.0,0.0,0.0,1.0,14.0,30.0,93.33333333333333,3.0,28.0,1.0,14.0,30.0,93.33333333333333,0.0,0.0,0.0,0.0
Najibullah Zadran,349,16,261,133.71647509578543,8,43.625,2,2,2,0,,,,,,,,,,,10.0,217.0,2.0,1.0,1.0,0.0,5.0,43.4,165.0,131.5151515151515,16.0,349.0,8.0,43.625,261.0,133.71647509578543,2.0,2.0,2.0,0.0
PR Stirling,943,26,666,141.5915915915916,2,39.29166666666666,2,1,10,0,2.0,83.0,1.0,83.0,38.0,218.42105263157896,1.0,0.0,1.0,0.0,10.0,318.0,1.0,0.0,3.0,0.0,1.0,35.333333333333336,218.0,145.87155963302752,24.0,860.0,1.0,37.391304347826086,628.0,136.94267515923568,1.0,1.0,9.0,0.0
Nizakat Khan,335,19,272,123.16176470588236,0,17.63157894736842,2,5,0,0,,,,,,,,,,,10.0,153.0,2.0,2.0,0.0,0.0,0.0,15.3,114.0,134.21052631578948,19.0,335.0,0.0,17.63157894736842,272.0,123.16176470588235,2.0,5.0,0.0,0.0
Ahmed Shehzad,17,2,29,58.62068965517241,0,8.5,0,0,0,0,2.0,17.0,0.0,8.5,29.0,58.62068965517241,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,8.5,29.0,58.62068965517241,,,,,,,,,,
AJ Turner,31,4,36,86.11111111111111,3,31.0,1,0,0,0,3.0,31.0,3.0,0.0,31.0,100.0,0.0,0.0,0.0,0.0,4.0,31.0,1.0,0.0,0.0,0.0,3.0,31.0,36.0,86.11111111111111,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
W Barresi,35,4,49,71.42857142857143,1,11.666666666666666,0,0,0,0,2.0,12.0,0.0,6.0,22.0,54.54545454545455,0.0,0.0,0.0,0.0,4.0,35.0,0.0,0.0,0.0,0.0,1.0,11.666666666666666,49.0,71.42857142857143,2.0,23.0,1.0,23.0,27.0,85.18518518518519,0.0,0.0,0.0,0.0
AL Phehlukwayo,60,10,55,109.0909090909091,2,7.5,3,0,0,0,7.0,38.0,1.0,6.333333333333333,38.0,100.0,2.0,0.0,0.0,0.0,10.0,60.0,3.0,0.0,0.0,0.0,2.0,7.5,55.0,109.0909090909091,3.0,22.0,1.0,11.0,17.0,129.41176470588235,1.0,0.0,0.0,0.0
Gulbadin Naib,63,8,54,116.66666666666669,3,12.6,1,0,0,0,,,,,,,,,,,8.0,63.0,1.0,0.0,0.0,0.0,3.0,12.6,54.0,116.66666666666667,8.0,63.0,3.0,12.6,54.0,116.66666666666667,1.0,0.0,0.0,0.0
Mohammad Nawaz (3),21,3,17,123.52941176470588,2,21.0,1,0,0,0,3.0,21.0,2.0,21.0,17.0,123.52941176470588,1.0,0.0,0.0,0.0,3.0,21.0,1.0,0.0,0.0,0.0,2.0,21.0,17.0,123.52941176470588,,,,,,,,,,
Sikander Zulfiqar,27,3,27,100.0,0,9.0,0,0,0,0,2.0,23.0,0.0,11.5,24.0,95.83333333333333,0.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,100.0,1.0,4.0,0.0,4.0,3.0,133.33333333333334,0.0,0.0,0.0,0.0
Shoaib Malik,145,5,112,129.46428571428572,1,36.25,0,1,1,0,1.0,58.0,1.0,0.0,46.0,126.08695652173913,0.0,0.0,1.0,0.0,5.0,145.0,0.0,1.0,1.0,0.0,1.0,36.25,112.0,129.46428571428572,4.0,87.0,0.0,21.75,66.0,131.8181818181818,0.0,1.0,0.0,0.0
MD Shanaka,154,13,154,100.0,2,14.0,1,1,0,0,5.0,57.0,1.0,14.25,55.0,103.63636363636364,1.0,1.0,0.0,0.0,10.0,130.0,0.0,1.0,0.0,0.0,2.0,16.25,136.0,95.58823529411765,8.0,97.0,1.0,13.857142857142858,99.0,97.97979797979798,0.0,0.0,0.0,0.0
AJ Finch,683,21,493,138.5395537525355,3,37.94444444444444,3,8,5,0,7.0,242.0,2.0,48.4,160.0,151.25,1.0,3.0,2.0,0.0,10.0,357.0,1.0,5.0,2.0,0.0,1.0,39.666666666666664,271.0,131.73431734317344,14.0,441.0,1.0,33.92307692307692,333.0,132.43243243243242,2.0,5.0,3.0,0.0
MA Starc,12,4,8,150.0,3,12.0,0,0,0,0,1.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,3.0,12.0,8.0,150.0,3.0,11.0,3.0,0.0,6.0,183.33333333333334,0.0,0.0,0.0,0.0
IA Karim,225,8,218,103.21100917431193,2,37.5,0,0,2,0,,,,,,,,,,,8.0,225.0,0.0,0.0,2.0,0.0,2.0,37.5,218.0,103.21100917431193,8.0,225.0,2.0,37.5,218.0,103.21100917431193,0.0,0.0,2.0,0.0
N Pradeep,10,2,9,111.11111111111111,2,inf,0,0,0,0,,,,,,,,,,,2.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,111.11111111111111,2.0,10.0,2.0,0.0,9.0,111.11111111111111,0.0,0.0,0.0,0.0
CD Wallace,49,4,38,128.94736842105263,1,16.333333333333332,1,0,0,0,,,,,,,,,,,4.0,49.0,1.0,0.0,0.0,0.0,1.0,16.333333333333332,38.0,128.94736842105263,4.0,49.0,1.0,16.333333333333332,38.0,128.94736842105263,1.0,0.0,0.0,0.0
KOK Williams,13,1,8,162.5,1,inf,0,0,0,0,,,,,,,,,,,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,162.5,1.0,13.0,1.0,0.0,8.0,162.5,0.0,0.0,0.0,0.0
BR McDermott,26,2,29,89.65517241379311,0,13.0,0,0,0,0,2.0,26.0,0.0,13.0,29.0,89.65517241379311,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,13.0,29.0,89.65517241379311,,,,,,,,,,
MS Wade,287,12,209,137.32057416267943,0,23.916666666666668,0,1,2,0,3.0,145.0,0.0,48.333333333333336,101.0,143.56435643564356,0.0,0.0,2.0,0.0,10.0,268.0,0.0,1.0,2.0,0.0,0.0,26.8,195.0,137.43589743589743,9.0,142.0,0.0,15.777777777777779,108.0,131.4814814814815,0.0,1.0,0.0,0.0
PA van Meekeren,6,3,12,50.0,1,3.0,1,0,0,0,,,,,,,,,,,3.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,12.0,50.0,3.0,6.0,1.0,3.0,12.0,50.0,1.0,0.0,0.0,0.0
S Vesawkar,111,6,104,106.73076923076924,3,37.0,0,2,0,0,,,,,,,,,,,6.0,111.0,0.0,2.0,0.0,0.0,3.0,37.0,104.0,106.73076923076923,6.0,111.0,3.0,37.0,104.0,106.73076923076923,0.0,2.0,0.0,0.0
