,name,overall_runs,overall_innings,overall_balls,strike_rate,overall_notout,overall_average,zeros,thirties,fifties,centries,home_innings,home_runs,home_not_out_count,home_average,total_home_ball_faced,home_strike_rate,home_zeros,home_30s,home_50s,home_100s,away_innings,away_runs,away_not_out_count,away_average,total_away_ball_faced,away_strike_rate,away_zeros,away_30s,away_50s,away_100s,form_innings,form_runs,recent_zeros,recent_30s,recent_50s,recent_100s,recent_not_outs,form_average,total_recent_ball_faced,form_strike_rate
59,DJ Bravo,1142,58,1013,112.7344521224087,13,25.377777777777773,5,9,4,0,18.0,345.0,5.0,26.538461538461537,366.0,94.2622950819672,0.0,3.0,0.0,0.0,40.0,797.0,8.0,24.90625,647.0,123.18392581143739,5.0,6.0,4.0,0.0,10.0,182.0,0.0,1.0,1.0,0.0,1.0,20.222222222222218,191.0,95.28795811518324
60,KS Williamson,1424,52,1193,119.36295054484494,10,33.904761904761905,2,10,9,0,22.0,679.0,6.0,42.4375,554.0,122.56317689530684,1.0,3.0,6.0,0.0,30.0,745.0,4.0,28.653846153846153,639.0,116.58841940532082,1.0,7.0,3.0,0.0,10.0,215.0,1.0,1.0,2.0,0.0,0.0,21.5,199.0,108.04020100502512
61,GJ Thompson,75,7,80,93.75,1,12.5,2,1,0,0,1.0,44.0,0.0,44.0,32.0,137.5,0.0,1.0,0.0,0.0,6.0,31.0,1.0,6.2,48.0,64.58333333333333,2.0,0.0,0.0,0.0,7.0,75.0,2.0,1.0,0.0,0.0,1.0,12.5,80.0,93.75
62,BJ McCarthy,11,2,7,157.14285714285714,1,11.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,11.0,7.0,157.14285714285714,1.0,0.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,1.0,11.0,7.0,157.14285714285714
63,Sikandar Raza,382,27,365,104.65753424657534,2,15.28,0,3,1,0,11.0,221.0,1.0,22.1,203.0,108.86699507389164,0.0,2.0,1.0,0.0,16.0,161.0,1.0,10.733333333333333,162.0,99.38271604938272,0.0,1.0,0.0,0.0,10.0,104.0,0.0,1.0,0.0,0.0,2.0,13.0,98.0,106.12244897959185
64,SS Iyer,83,5,81,102.46913580246914,1,20.75,1,1,0,0,5.0,83.0,1.0,20.75,81.0,102.46913580246914,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,83.0,1.0,1.0,0.0,0.0,1.0,20.75,81.0,102.46913580246914
65,T Maruma,72,6,64,112.5,3,24.0,1,0,0,0,3.0,33.0,1.0,16.5,30.0,110.0,1.0,0.0,0.0,0.0,3.0,39.0,2.0,39.0,34.0,114.70588235294115,0.0,0.0,0.0,0.0,6.0,72.0,1.0,0.0,0.0,0.0,3.0,24.0,64.0,112.5
66,Rizwan Cheema,63,10,73,86.3013698630137,0,6.3,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,63.0,0.0,6.3,73.0,86.3013698630137,3.0,1.0,0.0,0.0,10.0,63.0,3.0,1.0,0.0,0.0,0.0,6.3,73.0,86.3013698630137
67,Hamza Tariq,26,2,23,113.04347826086956,0,13.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,13.0,23.0,113.04347826086956,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,13.0,23.0,113.04347826086956
68,KD Karthik,352,21,257,136.96498054474708,11,35.2,2,5,0,0,4.0,58.0,4.0,0.0,49.0,118.36734693877553,0.0,1.0,0.0,0.0,17.0,294.0,7.0,29.4,208.0,141.34615384615384,2.0,4.0,0.0,0.0,10.0,181.0,1.0,3.0,0.0,0.0,7.0,60.33333333333334,122.0,148.36065573770492
69,JO Holder,42,4,37,113.5135135135135,1,14.0,1,0,0,0,3.0,40.0,1.0,20.0,33.0,121.21212121212122,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,4.0,42.0,1.0,0.0,0.0,0.0,1.0,14.0,37.0,113.5135135135135
70,AV Lalcheta,71,7,58,122.41379310344827,3,17.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,71.0,3.0,17.75,58.0,122.41379310344827,0.0,0.0,0.0,0.0,7.0,71.0,0.0,0.0,0.0,0.0,3.0,17.75,58.0,122.41379310344827
71,L Ngidi,6,2,9,66.66666666666667,1,6.0,0,0,0,0,1.0,2.0,1.0,0.0,3.0,66.66666666666667,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,6.0,66.66666666666667,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,66.66666666666667
72,SHA Rance,2,2,4,50.0,0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,50.0
73,MP O'Dowd,155,10,130,119.23076923076924,2,19.375,0,2,0,0,4.0,93.0,0.0,23.25,74.0,125.67567567567568,0.0,2.0,0.0,0.0,6.0,62.0,2.0,15.5,56.0,110.71428571428572,0.0,0.0,0.0,0.0,10.0,155.0,0.0,2.0,0.0,0.0,2.0,19.375,130.0,119.23076923076924
74,Aqib Ilyas,94,4,69,136.231884057971,2,47.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,94.0,2.0,47.0,69.0,136.231884057971,0.0,0.0,1.0,0.0,4.0,94.0,0.0,0.0,1.0,0.0,2.0,47.0,69.0,136.231884057971
75,BA Stokes,232,20,182,127.47252747252749,5,15.466666666666667,1,2,0,0,6.0,83.0,3.0,27.66666666666667,61.0,136.0655737704918,0.0,1.0,0.0,0.0,14.0,149.0,2.0,12.416666666666664,121.0,123.14049586776859,1.0,1.0,0.0,0.0,10.0,131.0,0.0,1.0,0.0,0.0,2.0,16.375,112.0,116.96428571428572
76,A Dananjaya,31,6,38,81.57894736842105,2,7.75,0,0,0,0,3.0,8.0,1.0,4.0,19.0,42.10526315789474,0.0,0.0,0.0,0.0,3.0,23.0,1.0,11.5,19.0,121.05263157894736,0.0,0.0,0.0,0.0,6.0,31.0,0.0,0.0,0.0,0.0,2.0,7.75,38.0,81.57894736842105
77,XM Marshall,96,6,82,117.07317073170731,0,16.0,1,1,0,0,1.0,36.0,0.0,36.0,16.0,225.0,0.0,1.0,0.0,0.0,5.0,60.0,0.0,12.0,66.0,90.9090909090909,1.0,0.0,0.0,0.0,6.0,96.0,1.0,1.0,0.0,0.0,0.0,16.0,82.0,117.07317073170731
78,T Shamsi,0,2,4,0.0,1,0.0,2,0,0,0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
79,Mohammad Naveed,164,19,129,127.13178294573645,8,14.909090909090908,3,0,0,0,11.0,88.0,4.0,12.571428571428573,66.0,133.33333333333334,3.0,0.0,0.0,0.0,8.0,76.0,4.0,19.0,63.0,120.63492063492063,0.0,0.0,0.0,0.0,10.0,95.0,2.0,0.0,0.0,0.0,5.0,19.0,59.0,161.0169491525424
80,YS Chahal,3,1,2,150.0,1,inf,0,0,0,0,1.0,3.0,1.0,0.0,2.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,150.0
81,Mushfiqur Rahim,1075,64,917,117.2300981461287,14,21.5,3,5,4,0,25.0,454.0,3.0,20.63636363636364,396.0,114.64646464646464,0.0,2.0,2.0,0.0,39.0,621.0,11.0,22.178571428571423,521.0,119.19385796545107,3.0,3.0,2.0,0.0,10.0,143.0,0.0,1.0,0.0,0.0,0.0,14.3,135.0,105.92592592592592
82,BFW de Leede,48,3,62,77.4193548387097,0,16.0,0,1,0,0,3.0,48.0,0.0,16.0,62.0,77.4193548387097,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,48.0,0.0,1.0,0.0,0.0,0.0,16.0,62.0,77.4193548387097
83,DJM Short,515,18,438,117.57990867579909,3,34.333333333333336,1,4,4,0,6.0,117.0,1.0,23.4,103.0,113.59223300970874,1.0,3.0,0.0,0.0,12.0,398.0,2.0,39.8,335.0,118.80597014925371,0.0,1.0,4.0,0.0,10.0,242.0,1.0,1.0,2.0,0.0,2.0,30.25,228.0,106.14035087719299
84,CH Morris,77,11,75,102.66666666666669,1,7.7,3,0,0,0,6.0,32.0,1.0,6.4,28.0,114.28571428571428,2.0,0.0,0.0,0.0,5.0,45.0,0.0,9.0,47.0,95.74468085106385,1.0,0.0,0.0,0.0,10.0,77.0,2.0,0.0,0.0,0.0,1.0,8.555555555555555,74.0,104.05405405405405
85,GC Wilson,928,47,894,103.80313199105144,6,22.63414634146341,4,8,3,0,9.0,163.0,1.0,20.375,179.0,91.06145251396649,1.0,2.0,0.0,0.0,38.0,765.0,5.0,23.181818181818183,715.0,106.99300699300699,3.0,6.0,3.0,0.0,10.0,264.0,0.0,2.0,2.0,0.0,1.0,29.33333333333333,222.0,118.91891891891892
86,Waqas Barkat,83,8,97,85.56701030927834,1,11.857142857142858,1,1,0,0,1.0,4.0,0.0,4.0,9.0,44.444444444444436,0.0,0.0,0.0,0.0,7.0,79.0,1.0,13.166666666666664,88.0,89.77272727272727,1.0,1.0,0.0,0.0,8.0,83.0,1.0,1.0,0.0,0.0,1.0,11.857142857142858,97.0,85.56701030927834
87,Mahedi Hasan,11,1,11,100.0,0,11.0,0,0,0,0,1.0,11.0,0.0,11.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,100.0
88,Bilal Khan,5,2,3,166.66666666666666,2,inf,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,3.0,166.66666666666666,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,166.66666666666666
89,HM Nicholls,15,3,22,68.18181818181819,0,5.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,5.0,22.0,68.18181818181819,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,68.18181818181819
90,Rashid Khan,110,15,91,120.87912087912089,6,12.222222222222221,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,110.0,6.0,12.222222222222221,91.0,120.87912087912089,3.0,1.0,0.0,0.0,10.0,61.0,3.0,1.0,0.0,0.0,3.0,8.714285714285714,55.0,110.9090909090909
91,G Malla,121,9,118,102.54237288135592,0,13.444444444444445,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,121.0,0.0,13.444444444444445,118.0,102.54237288135592,1.0,1.0,0.0,0.0,9.0,121.0,1.0,1.0,0.0,0.0,0.0,13.444444444444445,118.0,102.54237288135592
92,CO Obuya,370,19,369,100.27100271002709,6,28.461538461538463,2,3,2,0,5.0,89.0,1.0,22.25,92.0,96.7391304347826,0.0,1.0,0.0,0.0,14.0,281.0,5.0,31.222222222222218,277.0,101.44404332129965,2.0,2.0,2.0,0.0,10.0,255.0,1.0,2.0,2.0,0.0,4.0,42.5,233.0,109.44206008583693
93,TC Bruce,226,14,181,124.8618784530387,2,18.83333333333333,0,1,1,0,10.0,191.0,1.0,21.222222222222218,153.0,124.83660130718954,0.0,1.0,1.0,0.0,4.0,35.0,1.0,11.666666666666664,28.0,125.0,0.0,0.0,0.0,0.0,10.0,122.0,0.0,0.0,0.0,0.0,1.0,13.555555555555555,100.0,122.0
94,MM Ali,235,21,204,115.19607843137257,5,14.6875,6,2,1,0,4.0,91.0,2.0,45.5,71.0,128.16901408450704,1.0,0.0,1.0,0.0,17.0,144.0,3.0,10.285714285714286,133.0,108.27067669172932,5.0,2.0,0.0,0.0,10.0,106.0,1.0,1.0,0.0,0.0,4.0,17.666666666666668,92.0,115.21739130434784
95,A Vala,128,8,153,83.66013071895425,1,18.285714285714285,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,128.0,1.0,18.285714285714285,153.0,83.66013071895425,0.0,2.0,0.0,0.0,8.0,128.0,0.0,2.0,0.0,0.0,1.0,18.285714285714285,153.0,83.66013071895425
96,S Samarawickrama,85,5,84,101.1904761904762,0,17.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,85.0,0.0,17.0,84.0,101.1904761904762,0.0,1.0,0.0,0.0,5.0,85.0,0.0,1.0,0.0,0.0,0.0,17.0,84.0,101.1904761904762
97,BN Cooper,417,24,364,114.56043956043956,5,21.947368421052627,4,3,2,0,6.0,120.0,0.0,20.0,98.0,122.44897959183672,1.0,0.0,1.0,0.0,18.0,297.0,5.0,22.84615384615385,266.0,111.65413533834587,3.0,3.0,1.0,0.0,10.0,205.0,2.0,1.0,1.0,0.0,1.0,22.777777777777782,177.0,115.81920903954806
98,Sabbir Rahman,906,39,770,117.66233766233766,5,26.64705882352941,1,7,4,0,19.0,458.0,4.0,30.53333333333333,396.0,115.65656565656565,0.0,4.0,3.0,0.0,20.0,448.0,1.0,23.578947368421048,374.0,119.78609625668447,1.0,3.0,1.0,0.0,10.0,204.0,1.0,1.0,1.0,0.0,0.0,20.4,169.0,120.71005917159763
99,RJ Trott,0,1,5,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
100,R Powell,221,15,196,112.75510204081631,2,17.0,1,1,1,0,4.0,22.0,2.0,11.0,19.0,115.7894736842105,1.0,0.0,0.0,0.0,11.0,199.0,0.0,18.09090909090909,177.0,112.42937853107344,0.0,1.0,1.0,0.0,10.0,180.0,0.0,1.0,1.0,0.0,1.0,20.0,157.0,114.64968152866243
101,Shakib Al Hasan,1385,66,1143,121.17235345581804,8,23.87931034482759,5,10,8,0,26.0,556.0,6.0,27.8,479.0,116.07515657620041,3.0,5.0,3.0,0.0,40.0,829.0,2.0,21.815789473684212,664.0,124.84939759036145,2.0,5.0,5.0,0.0,10.0,233.0,1.0,1.0,2.0,0.0,1.0,25.88888888888889,182.0,128.021978021978
102,WP Masakadza,25,6,31,80.64516129032258,4,12.5,0,0,0,0,2.0,7.0,1.0,7.0,4.0,175.0,0.0,0.0,0.0,0.0,4.0,18.0,3.0,18.0,27.0,66.66666666666667,0.0,0.0,0.0,0.0,6.0,25.0,0.0,0.0,0.0,0.0,4.0,12.5,31.0,80.64516129032258
103,Wahab Riaz,126,11,108,116.66666666666669,2,14.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,126.0,2.0,14.0,108.0,116.66666666666669,1.0,1.0,0.0,0.0,10.0,96.0,1.0,0.0,0.0,0.0,1.0,10.666666666666666,87.0,110.34482758620688
104,Mustafizur Rahman,27,12,47,57.44680851063829,5,3.8571428571428568,5,0,0,0,6.0,17.0,1.0,3.4,28.0,60.714285714285715,2.0,0.0,0.0,0.0,6.0,10.0,4.0,5.0,19.0,52.631578947368425,3.0,0.0,0.0,0.0,10.0,26.0,4.0,0.0,0.0,0.0,5.0,5.2,39.0,66.66666666666667
105,LRPL Taylor,1467,76,1256,116.79936305732485,18,25.29310344827586,4,10,5,0,27.0,487.0,7.0,24.35,403.0,120.84367245657567,2.0,5.0,1.0,0.0,49.0,980.0,11.0,25.78947368421053,853.0,114.88862837045721,2.0,5.0,4.0,0.0,10.0,191.0,0.0,2.0,0.0,0.0,6.0,47.75,158.0,120.88607594936708
106,Mohammad Hafeez,1883,85,1661,113.36544250451536,11,25.44594594594595,6,15,10,0,1.0,12.0,0.0,12.0,11.0,109.0909090909091,0.0,0.0,0.0,0.0,84.0,1871.0,11.0,25.63013698630137,1650.0,113.3939393939394,6.0,15.0,10.0,0.0,10.0,289.0,1.0,5.0,1.0,0.0,4.0,48.16666666666666,231.0,125.10822510822511
107,Shahid Wasif,49,4,34,144.11764705882354,2,24.5,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,49.0,2.0,24.5,34.0,144.11764705882354,0.0,1.0,0.0,0.0,4.0,49.0,0.0,1.0,0.0,0.0,2.0,24.5,34.0,144.11764705882354
108,PJ Moor,238,14,197,120.81218274111677,3,21.63636363636364,0,4,0,0,5.0,108.0,0.0,21.6,100.0,108.0,0.0,2.0,0.0,0.0,9.0,130.0,3.0,21.66666666666667,97.0,134.02061855670104,0.0,2.0,0.0,0.0,10.0,185.0,0.0,3.0,0.0,0.0,2.0,23.125,146.0,126.71232876712328
109,S Bau,94,5,89,105.61797752808987,1,23.5,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,94.0,1.0,23.5,89.0,105.61797752808987,1.0,1.0,0.0,0.0,5.0,94.0,1.0,1.0,0.0,0.0,1.0,23.5,89.0,105.61797752808987
110,KM Jarvis,10,6,30,33.333333333333336,1,2.0,4,0,0,0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,10.0,1.0,3.333333333333333,27.0,37.03703703703704,2.0,0.0,0.0,0.0,6.0,10.0,4.0,0.0,0.0,0.0,1.0,2.0,30.0,33.333333333333336
111,SO Ngoche,49,8,59,83.0508474576271,4,12.25,2,1,0,0,2.0,5.0,1.0,5.0,9.0,55.555555555555564,0.0,0.0,0.0,0.0,6.0,44.0,3.0,14.666666666666664,50.0,88.0,2.0,1.0,0.0,0.0,8.0,49.0,2.0,1.0,0.0,0.0,4.0,12.25,59.0,83.0508474576271
112,GH Dockrell,125,20,124,100.80645161290323,7,9.615384615384617,3,0,0,0,8.0,64.0,2.0,10.666666666666666,55.0,116.36363636363636,1.0,0.0,0.0,0.0,12.0,61.0,5.0,8.714285714285714,69.0,88.40579710144928,2.0,0.0,0.0,0.0,10.0,72.0,0.0,0.0,0.0,0.0,4.0,12.0,71.0,101.40845070422537
113,RAS Lakmal,7,4,8,87.5,2,3.5,1,0,0,0,2.0,6.0,1.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,2.0,3.5,8.0,87.5
114,TA Boult,14,6,24,58.33333333333334,2,3.5,1,0,0,0,4.0,6.0,2.0,3.0,11.0,54.54545454545455,1.0,0.0,0.0,0.0,2.0,8.0,0.0,4.0,13.0,61.53846153846154,0.0,0.0,0.0,0.0,6.0,14.0,1.0,0.0,0.0,0.0,2.0,3.5,24.0,58.33333333333334
115,KJ O'Brien,706,52,621,113.68760064412237,10,16.80952380952381,8,11,0,0,12.0,147.0,3.0,16.333333333333332,124.0,118.54838709677419,2.0,3.0,0.0,0.0,40.0,559.0,7.0,16.939393939393938,497.0,112.47484909456742,6.0,8.0,0.0,0.0,10.0,81.0,1.0,0.0,0.0,0.0,1.0,9.0,74.0,109.45945945945944
116,Mohammad Nabi,989,56,717,137.93584379358435,11,21.97777777777777,2,11,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,989.0,11.0,21.97777777777777,717.0,137.93584379358435,2.0,11.0,2.0,0.0,10.0,275.0,0.0,4.0,1.0,0.0,2.0,34.375,165.0,166.66666666666666
117,L Tucker,43,4,42,102.38095238095238,1,14.333333333333336,0,0,0,0,1.0,4.0,0.0,4.0,9.0,44.444444444444436,0.0,0.0,0.0,0.0,3.0,39.0,1.0,19.5,33.0,118.1818181818182,0.0,0.0,0.0,0.0,4.0,43.0,0.0,0.0,0.0,0.0,1.0,14.333333333333336,42.0,102.38095238095238
118,Liton Das,361,17,271,133.21033210332106,1,22.5625,1,3,2,0,6.0,158.0,0.0,26.33333333333333,115.0,137.3913043478261,0.0,1.0,1.0,0.0,11.0,203.0,1.0,20.3,156.0,130.12820512820514,1.0,2.0,1.0,0.0,10.0,219.0,1.0,1.0,2.0,0.0,1.0,24.33333333333333,157.0,139.49044585987258
119,AT Carey,125,12,102,122.54901960784314,3,13.888888888888891,0,1,0,0,4.0,44.0,1.0,14.666666666666664,37.0,118.91891891891892,0.0,0.0,0.0,0.0,8.0,81.0,2.0,13.5,65.0,124.6153846153846,0.0,1.0,0.0,0.0,10.0,119.0,0.0,1.0,0.0,0.0,1.0,13.222222222222221,96.0,123.95833333333331
120,KW Richardson,9,2,8,112.5,0,4.5,1,0,0,0,1.0,9.0,0.0,9.0,7.0,128.57142857142858,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,4.5,8.0,112.5
