,name,overall_runs,overall_innings,overall_balls,strike_rate,overall_notout,overall_average,zeros,thirties,fifties,centries,home_innings,home_runs,home_not_out_count,home_average,total_home_ball_faced,home_strike_rate,home_zeros,home_30s,home_50s,home_100s,away_innings,away_runs,away_not_out_count,away_average,total_away_ball_faced,away_strike_rate,away_zeros,away_30s,away_50s,away_100s,form_innings,form_runs,recent_zeros,recent_30s,recent_50s,recent_100s,recent_not_outs,form_average,total_recent_ball_faced,form_strike_rate
249,C Munro,1277,44,808,158.04455445544554,7,34.513513513513516,4,5,8,3,22.0,756.0,3.0,39.78947368421053,423.0,178.72340425531914,3.0,2.0,6.0,2.0,22.0,521.0,4.0,28.944444444444446,385.0,135.32467532467533,1.0,3.0,2.0,1.0,10.0,330.0,0.0,2.0,3.0,0.0,1.0,36.66666666666666,206.0,160.19417475728156
250,Hasan Ali,49,7,30,163.33333333333334,3,12.25,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,49.0,3.0,12.25,30.0,163.33333333333334,3.0,0.0,0.0,0.0,7.0,49.0,3.0,0.0,0.0,0.0,3.0,12.25,30.0,163.33333333333334
251,Ghulam Shabber,58,6,52,111.53846153846152,3,19.33333333333333,0,0,0,0,6.0,58.0,3.0,19.33333333333333,52.0,111.53846153846152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,58.0,0.0,0.0,0.0,0.0,3.0,19.33333333333333,52.0,111.53846153846152
252,TS Chisoro,40,6,43,93.02325581395347,3,13.333333333333336,0,0,0,0,2.0,7.0,0.0,3.5,9.0,77.77777777777777,0.0,0.0,0.0,0.0,4.0,33.0,3.0,33.0,34.0,97.05882352941177,0.0,0.0,0.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,3.0,13.333333333333336,43.0,93.02325581395347
253,AD Russell,465,38,344,135.17441860465115,13,18.6,6,3,0,0,10.0,99.0,3.0,14.142857142857142,88.0,112.5,3.0,1.0,0.0,0.0,28.0,366.0,10.0,20.33333333333333,256.0,142.96875,3.0,2.0,0.0,0.0,10.0,210.0,0.0,3.0,0.0,0.0,3.0,30.0,134.0,156.71641791044775
254,D Bishoo,6,2,7,85.71428571428571,1,6.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,6.0,7.0,85.71428571428571,1.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0,6.0,7.0,85.71428571428571
255,LD Chandimal,800,47,780,102.56410256410255,4,18.6046511627907,0,5,4,0,17.0,267.0,2.0,17.8,255.0,104.70588235294115,0.0,2.0,1.0,0.0,30.0,533.0,2.0,19.035714285714285,525.0,101.5238095238095,0.0,3.0,3.0,0.0,10.0,175.0,0.0,1.0,1.0,0.0,3.0,25.0,159.0,110.062893081761
256,EJG Morgan,1734,74,1352,128.25443786982248,16,29.896551724137932,3,14,9,0,23.0,470.0,4.0,24.73684210526316,353.0,133.14447592067992,1.0,4.0,2.0,0.0,51.0,1264.0,12.0,32.41025641025641,999.0,126.52652652652651,2.0,10.0,7.0,0.0,10.0,206.0,0.0,1.0,1.0,0.0,1.0,22.88888888888889,150.0,137.33333333333334
257,V Kohli,2167,60,1637,132.37629810629198,17,50.3953488372093,2,10,19,0,22.0,704.0,6.0,44.0,496.0,141.93548387096774,1.0,2.0,5.0,0.0,38.0,1463.0,11.0,54.185185185185176,1141.0,128.2208588957055,1.0,8.0,14.0,0.0,10.0,224.0,1.0,2.0,1.0,0.0,2.0,28.0,185.0,121.08108108108108
258,AK Perera,4,1,9,44.444444444444436,0,4.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,9.0,44.444444444444436,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,44.444444444444436
259,FH Edwards,10,4,9,111.11111111111113,3,10.0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,3.0,0.0,8.0,125.0,0.0,0.0,0.0,0.0,4.0,10.0,1.0,0.0,0.0,0.0,3.0,10.0,9.0,111.11111111111113
260,NR Kumar,97,6,101,96.03960396039604,0,16.166666666666668,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,97.0,0.0,16.166666666666668,101.0,96.03960396039604,0.0,1.0,0.0,0.0,6.0,97.0,0.0,1.0,0.0,0.0,0.0,16.166666666666668,101.0,96.03960396039604
261,Mosaddek Hossain,99,7,99,100.0,1,16.5,1,1,0,0,1.0,15.0,0.0,15.0,20.0,75.0,0.0,0.0,0.0,0.0,6.0,84.0,1.0,16.8,79.0,106.32911392405063,1.0,1.0,0.0,0.0,7.0,99.0,1.0,1.0,0.0,0.0,1.0,16.5,99.0,100.0
262,Tamim Iqbal,1548,71,1365,113.4065934065934,11,25.8,4,10,6,1,25.0,428.0,2.0,18.608695652173914,407.0,105.15970515970517,1.0,3.0,1.0,0.0,46.0,1120.0,9.0,30.27027027027027,958.0,116.91022964509395,3.0,7.0,5.0,1.0,10.0,188.0,1.0,1.0,1.0,0.0,1.0,20.88888888888889,167.0,112.5748502994012
263,Ehsan Khan,81,3,64,126.5625,2,81.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,81.0,2.0,81.0,64.0,126.5625,0.0,1.0,0.0,0.0,3.0,81.0,0.0,1.0,0.0,0.0,2.0,81.0,64.0,126.5625
264,KL Rahul,782,22,549,142.4408014571949,4,43.444444444444436,1,1,4,2,9.0,314.0,1.0,39.25,235.0,133.61702127659575,0.0,0.0,3.0,0.0,13.0,468.0,3.0,46.8,314.0,149.04458598726112,1.0,1.0,1.0,2.0,10.0,306.0,0.0,0.0,1.0,1.0,2.0,38.25,211.0,145.02369668246445
265,MD Gunathilaka,310,15,259,119.69111969111971,0,20.666666666666668,0,3,1,0,4.0,66.0,0.0,16.5,50.0,132.0,0.0,0.0,0.0,0.0,11.0,244.0,0.0,22.181818181818183,209.0,116.7464114832536,0.0,3.0,1.0,0.0,10.0,219.0,0.0,2.0,1.0,0.0,0.0,21.9,179.0,122.34636871508378
266,MP Stoinis,128,12,109,117.43119266055048,5,18.285714285714285,1,1,0,0,4.0,40.0,1.0,13.333333333333336,38.0,105.26315789473685,0.0,0.0,0.0,0.0,8.0,88.0,4.0,22.0,71.0,123.94366197183099,1.0,1.0,0.0,0.0,10.0,112.0,1.0,1.0,0.0,0.0,4.0,18.666666666666668,88.0,127.27272727272728
267,CS MacLeod,408,27,404,100.990099009901,6,19.428571428571427,3,3,2,0,2.0,37.0,0.0,18.5,43.0,86.046511627907,0.0,0.0,0.0,0.0,25.0,371.0,6.0,19.526315789473685,361.0,102.77008310249307,3.0,3.0,2.0,0.0,10.0,230.0,0.0,2.0,1.0,0.0,3.0,32.857142857142854,204.0,112.74509803921568
268,CR Ervine,229,15,294,77.89115646258503,3,19.08333333333333,1,4,0,0,8.0,97.0,2.0,16.166666666666668,129.0,75.1937984496124,1.0,2.0,0.0,0.0,7.0,132.0,1.0,22.0,165.0,80.0,0.0,2.0,0.0,0.0,10.0,117.0,1.0,1.0,0.0,0.0,3.0,16.714285714285715,152.0,76.97368421052632
269,DAJ Bracewell,77,9,58,132.75862068965515,5,19.25,2,0,0,0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.0,77.0,5.0,38.5,55.0,140.0,0.0,0.0,0.0,0.0,9.0,77.0,2.0,0.0,0.0,0.0,5.0,19.25,58.0,132.75862068965515
270,KH Pandya,23,2,13,176.9230769230769,1,23.0,0,0,0,0,1.0,21.0,1.0,0.0,9.0,233.33333333333331,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,1.0,23.0,13.0,176.9230769230769
271,JDS Neesham,122,12,96,127.08333333333331,3,13.555555555555555,1,0,0,0,3.0,34.0,1.0,17.0,25.0,136.0,0.0,0.0,0.0,0.0,9.0,88.0,2.0,12.571428571428573,71.0,123.94366197183099,1.0,0.0,0.0,0.0,10.0,100.0,1.0,0.0,0.0,0.0,3.0,14.285714285714285,79.0,126.58227848101265
272,JM Vince,194,7,172,112.7906976744186,0,27.714285714285715,0,3,0,0,1.0,16.0,0.0,16.0,14.0,114.28571428571428,0.0,0.0,0.0,0.0,6.0,178.0,0.0,29.66666666666667,158.0,112.65822784810128,0.0,3.0,0.0,0.0,7.0,194.0,0.0,3.0,0.0,0.0,0.0,27.714285714285715,172.0,112.7906976744186
273,Mohammad Mithun,90,9,98,91.83673469387756,0,10.0,2,1,0,0,5.0,53.0,0.0,10.6,51.0,103.92156862745098,2.0,1.0,0.0,0.0,4.0,37.0,0.0,9.25,47.0,78.72340425531915,0.0,0.0,0.0,0.0,9.0,90.0,2.0,1.0,0.0,0.0,0.0,10.0,98.0,91.83673469387756
274,Aizaz Khan,174,17,173,100.57803468208091,7,17.4,2,1,0,0,1.0,20.0,0.0,20.0,19.0,105.26315789473685,0.0,0.0,0.0,0.0,16.0,154.0,7.0,17.11111111111111,154.0,100.0,2.0,1.0,0.0,0.0,10.0,97.0,1.0,0.0,0.0,0.0,4.0,16.166666666666668,96.0,101.04166666666669
275,Chirag Suri,13,1,20,65.0,0,13.0,0,0,0,0,1.0,13.0,0.0,13.0,20.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,65.0
276,Muhammad Usman,301,15,277,108.66425992779786,1,21.5,1,3,1,0,9.0,148.0,1.0,18.5,144.0,102.77777777777777,1.0,0.0,1.0,0.0,6.0,153.0,0.0,25.5,133.0,115.03759398496241,0.0,3.0,0.0,0.0,10.0,194.0,1.0,1.0,1.0,0.0,1.0,21.555555555555557,188.0,103.19148936170212
277,SS Cottrell,5,3,10,50.0,2,5.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,5.0,10.0,50.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,2.0,5.0,10.0,50.0
278,AD Mathews,1055,57,916,115.17467248908295,17,26.375,2,8,5,0,20.0,259.0,4.0,16.1875,248.0,104.43548387096773,1.0,3.0,0.0,0.0,37.0,796.0,13.0,33.166666666666664,668.0,119.16167664670658,1.0,5.0,5.0,0.0,10.0,211.0,1.0,0.0,2.0,0.0,3.0,30.142857142857146,201.0,104.97512437810946
279,SA Edwards,85,5,58,146.55172413793102,3,42.5,0,2,0,0,4.0,51.0,2.0,25.5,44.0,115.9090909090909,0.0,1.0,0.0,0.0,1.0,34.0,1.0,0.0,14.0,242.85714285714286,0.0,1.0,0.0,0.0,5.0,85.0,0.0,2.0,0.0,0.0,3.0,42.5,58.0,146.55172413793102
280,JM Bairstow,396,22,320,123.75,6,24.75,1,2,2,0,11.0,225.0,2.0,25.0,163.0,138.03680981595093,1.0,1.0,1.0,0.0,11.0,171.0,4.0,24.42857142857143,157.0,108.91719745222929,0.0,1.0,1.0,0.0,10.0,248.0,1.0,2.0,1.0,0.0,2.0,31.0,171.0,145.02923976608187
281,Umar Akmal,1690,77,1403,120.45616535994301,16,27.70491803278689,8,15,8,0,2.0,34.0,0.0,17.0,24.0,141.66666666666666,0.0,1.0,0.0,0.0,75.0,1656.0,16.0,28.067796610169488,1379.0,120.08701957940536,8.0,14.0,8.0,0.0,10.0,189.0,1.0,2.0,1.0,0.0,2.0,23.625,178.0,106.17977528089888
282,Imran Tahir,18,3,18,100.0,2,18.0,0,0,0,0,1.0,1.0,0.0,1.0,7.0,14.285714285714285,0.0,0.0,0.0,0.0,2.0,17.0,2.0,0.0,11.0,154.54545454545453,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,2.0,18.0,18.0,100.0
283,Haris Sohail,90,8,90,100.0,2,15.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,90.0,2.0,15.0,90.0,100.0,1.0,1.0,0.0,0.0,8.0,90.0,1.0,1.0,0.0,0.0,2.0,15.0,90.0,100.0
284,AU Rashid,47,12,59,79.66101694915254,5,6.7142857142857135,0,0,0,0,4.0,21.0,2.0,10.5,27.0,77.77777777777777,0.0,0.0,0.0,0.0,8.0,26.0,3.0,5.2,32.0,81.25,0.0,0.0,0.0,0.0,10.0,37.0,0.0,0.0,0.0,0.0,4.0,6.166666666666668,38.0,97.36842105263158
285,Aamir Kaleem,150,9,138,108.69565217391305,2,21.428571428571427,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,150.0,2.0,21.428571428571427,138.0,108.69565217391305,2.0,2.0,0.0,0.0,9.0,150.0,2.0,2.0,0.0,0.0,2.0,21.428571428571427,138.0,108.69565217391305
286,MK Pandey,538,22,452,119.02654867256638,9,41.384615384615394,2,6,2,0,9.0,144.0,3.0,24.0,131.0,109.92366412213741,0.0,3.0,0.0,0.0,13.0,394.0,6.0,56.28571428571429,321.0,122.74143302180686,2.0,3.0,2.0,0.0,10.0,299.0,0.0,2.0,1.0,0.0,6.0,74.75,254.0,117.71653543307085
287,Shadab Khan,86,8,70,122.85714285714286,3,17.2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,86.0,3.0,17.2,70.0,122.85714285714286,1.0,0.0,0.0,0.0,8.0,86.0,1.0,0.0,0.0,0.0,3.0,17.2,70.0,122.85714285714286
288,N Madziva,60,7,51,117.64705882352942,4,20.0,1,0,0,0,4.0,31.0,3.0,31.0,24.0,129.16666666666666,0.0,0.0,0.0,0.0,3.0,29.0,1.0,14.5,27.0,107.4074074074074,1.0,0.0,0.0,0.0,7.0,60.0,1.0,0.0,0.0,0.0,4.0,20.0,51.0,117.64705882352942
289,Najibullah Zadran,709,37,509,139.2927308447937,17,35.45,1,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,709.0,17.0,35.45,509.0,139.2927308447937,1.0,8.0,2.0,0.0,10.0,99.0,1.0,0.0,0.0,0.0,3.0,14.142857142857142,92.0,107.6086956521739
290,PR Stirling,1096,45,809,135.4758961681088,4,26.731707317073173,6,5,8,0,9.0,116.0,0.0,12.888888888888891,105.0,110.4761904761905,1.0,1.0,0.0,0.0,36.0,980.0,4.0,30.625,704.0,139.20454545454547,5.0,4.0,8.0,0.0,10.0,289.0,1.0,2.0,2.0,0.0,0.0,28.9,177.0,163.2768361581921
291,Nizakat Khan,351,20,300,117.0,0,17.55,3,0,2,0,1.0,17.0,0.0,17.0,23.0,73.91304347826087,0.0,0.0,0.0,0.0,19.0,334.0,0.0,17.57894736842105,277.0,120.57761732851984,3.0,0.0,2.0,0.0,10.0,198.0,2.0,0.0,2.0,0.0,0.0,19.8,145.0,136.55172413793105
292,Ahmed Shehzad,1454,57,1297,112.10485736314571,3,26.92592592592593,2,11,7,1,5.0,244.0,1.0,61.0,183.0,133.33333333333334,0.0,2.0,2.0,0.0,52.0,1210.0,2.0,24.2,1114.0,108.61759425493716,2.0,9.0,5.0,1.0,10.0,374.0,0.0,3.0,2.0,0.0,1.0,41.555555555555564,322.0,116.14906832298136
293,AJ Turner,26,3,21,123.8095238095238,0,8.666666666666666,0,0,0,0,3.0,26.0,0.0,8.666666666666666,21.0,123.8095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,8.666666666666666,21.0,123.8095238095238
294,W Barresi,734,33,634,115.77287066246056,7,28.23076923076923,3,5,4,0,6.0,97.0,1.0,19.4,92.0,105.43478260869566,1.0,0.0,1.0,0.0,27.0,637.0,6.0,30.33333333333333,542.0,117.52767527675276,2.0,5.0,3.0,0.0,10.0,242.0,0.0,3.0,1.0,0.0,2.0,30.25,233.0,103.86266094420601
295,AL Phehlukwayo,46,7,46,100.0,3,11.5,3,0,0,0,3.0,17.0,1.0,8.5,18.0,94.44444444444444,1.0,0.0,0.0,0.0,4.0,29.0,2.0,14.5,28.0,103.57142857142857,2.0,0.0,0.0,0.0,7.0,46.0,3.0,0.0,0.0,0.0,3.0,11.5,46.0,100.0
296,Gulbadin Naib,414,29,360,115.0,8,19.714285714285715,2,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,414.0,8.0,19.714285714285715,360.0,115.0,2.0,3.0,1.0,0.0,10.0,80.0,1.0,0.0,0.0,0.0,3.0,11.428571428571427,88.0,90.9090909090909
297,Mohammad Nawaz (3),13,2,21,61.904761904761905,0,6.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,6.5,21.0,61.904761904761905,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,6.5,21.0,61.904761904761905
298,Sikander Zulfiqar,14,3,15,93.33333333333331,0,4.666666666666667,0,0,0,0,3.0,14.0,0.0,4.666666666666667,15.0,93.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,15.0,93.33333333333331
299,Shoaib Malik,2166,99,1784,121.41255605381167,32,32.328358208955216,2,22,7,0,9.0,248.0,3.0,41.333333333333336,136.0,182.35294117647058,0.0,4.0,1.0,0.0,90.0,1918.0,29.0,31.442622950819672,1648.0,116.38349514563109,2.0,18.0,6.0,0.0,10.0,201.0,0.0,2.0,0.0,0.0,5.0,40.2,150.0,134.0
300,MD Shanaka,329,26,308,106.8181818181818,6,16.45,6,2,1,0,8.0,67.0,2.0,11.166666666666664,78.0,85.8974358974359,3.0,0.0,0.0,0.0,18.0,262.0,4.0,18.714285714285715,230.0,113.91304347826087,3.0,2.0,1.0,0.0,10.0,162.0,2.0,2.0,0.0,0.0,4.0,27.0,142.0,114.08450704225352
301,AJ Finch,1663,50,1095,151.87214611872147,9,40.560975609756106,2,12,9,2,20.0,576.0,6.0,41.142857142857146,415.0,138.79518072289156,1.0,6.0,4.0,0.0,30.0,1087.0,3.0,40.25925925925926,680.0,159.85294117647058,1.0,6.0,5.0,2.0,10.0,117.0,2.0,1.0,0.0,0.0,0.0,11.7,112.0,104.46428571428572
302,MA Starc,12,5,20,60.0,3,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,3.0,6.0,20.0,60.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,3.0,6.0,20.0,60.0
303,IA Karim,32,5,49,65.3061224489796,0,6.4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32.0,0.0,6.4,49.0,65.3061224489796,2.0,0.0,0.0,0.0,5.0,32.0,2.0,0.0,0.0,0.0,0.0,6.4,49.0,65.3061224489796
304,N Pradeep,0,2,6,0.0,1,0.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0
305,CD Wallace,28,5,31,90.32258064516131,3,14.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0,3.0,14.0,31.0,90.32258064516131,1.0,0.0,0.0,0.0,5.0,28.0,1.0,0.0,0.0,0.0,3.0,14.0,31.0,90.32258064516131
306,KOK Williams,6,4,10,60.0,1,2.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,2.0,10.0,60.0,1.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,10.0,60.0
307,BR McDermott,72,8,77,93.50649350649351,3,14.4,2,1,0,0,3.0,36.0,1.0,18.0,38.0,94.73684210526315,1.0,1.0,0.0,0.0,5.0,36.0,2.0,12.0,39.0,92.30769230769229,1.0,0.0,0.0,0.0,8.0,72.0,2.0,1.0,0.0,0.0,3.0,14.4,77.0,93.50649350649351
308,MS Wade,239,17,223,107.17488789237669,5,19.916666666666668,0,1,1,0,5.0,144.0,2.0,48.0,107.0,134.57943925233644,0.0,1.0,1.0,0.0,12.0,95.0,3.0,10.555555555555557,116.0,81.89655172413794,0.0,0.0,0.0,0.0,10.0,95.0,0.0,0.0,0.0,0.0,4.0,15.833333333333336,94.0,101.06382978723404
309,PA van Meekeren,33,4,27,122.22222222222223,0,8.25,0,0,0,0,2.0,12.0,0.0,6.0,9.0,133.33333333333334,0.0,0.0,0.0,0.0,2.0,21.0,0.0,10.5,18.0,116.66666666666669,0.0,0.0,0.0,0.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,8.25,27.0,122.22222222222223
310,S Vesawkar,177,8,184,96.19565217391305,1,25.285714285714285,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,177.0,1.0,25.285714285714285,184.0,96.19565217391305,0.0,2.0,0.0,0.0,8.0,177.0,0.0,2.0,0.0,0.0,1.0,25.285714285714285,184.0,96.19565217391305
